combination_id,initial_sigma_v,initial_sigma_omega,initial_sigma_obs,optimized_sigma_vx,optimized_sigma_vy,optimized_sigma_omega,optimized_sigma_obs,optimized_d,negative_log_likelihood,,optimization_success
1,0.01,0.001,0.5,0.054247197786946706,0.014690616702511733,0.0017017971851680312,0.4186155209329344,0.25874723613733885,3966.231286417591,True
2,0.01,0.001,1.0,0.06286027645907141,0.05110621385925314,0.04708980152260917,0.3598014742633941,0.31982605311495377,3731.1447605888193,True
3,0.01,0.01,0.5,0.01,0.01,0.01,0.5,0.23,4212.107287062972,True
4,0.01,0.01,1.0,0.040677394164595246,0.04472530652679425,0.018169314160152966,0.38710618606030395,0.22511788435006652,3859.4055863354724,True
5,0.01,0.1,0.5,0.05655773695805639,0.03430692685852868,0.0586760659031937,0.3723614927296764,0.2386593801540057,3791.1348728584853,True
6,0.01,0.1,1.0,0.07011043127518349,0.03709964317108696,0.06299136523974153,0.3608445462238442,0.2880425486493925,3737.6093932142703,True
7,0.01,0.5,0.5,0.009999997438317766,0.01000025055755239,0.5000002317611035,0.5000002418044541,0.23000000157821518,4574.276205109789,True
8,0.01,0.5,1.0,0.001342990347194293,0.008231077782170774,0.5083585392234768,0.8505426239954512,0.21888789751668167,6364.598708454513,True
9,0.1,0.001,0.5,0.06196253826814511,0.036417581107047924,0.0012861307045244623,0.38739424538947304,0.24316244898072895,3875.613078764405,True
10,0.1,0.001,1.0,0.010921173796410298,0.004781806397645784,0.005008193692626452,0.5176087264110347,0.24614519379290106,4356.587391110758,True
11,0.1,0.01,0.5,0.06460125458125682,0.03151363204964527,0.008534911294576572,0.3798085537378009,0.24706109462275297,3822.41475930998,True
12,0.1,0.01,1.0,0.06652735575015269,0.06009523314598796,0.005302959477396778,0.3770463732490275,0.2971362208869209,3845.030354366739,True
13,0.1,0.1,0.5,0.0719745475919465,0.04249536275827269,0.09486397079495,0.36382839214849994,0.2244834275391735,3837.071550373166,True
14,0.1,0.1,1.0,0.1,0.1,0.1,1.0,0.23,7013.215676318143,True
15,0.1,0.5,0.5,0.09999991748256637,0.10000072786308856,0.5000010741313913,0.5000003187292731,0.23000013026551133,4684.164841998735,True
16,0.1,0.5,1.0,0.06010226042055445,0.09171751360289429,0.4777288550095721,0.6074275877264881,0.27186708998646314,5183.522626361811,True
17,0.5,0.001,0.5,0.06303053781819691,0.0412160904634079,0.0024447837334774943,0.38268531168057457,0.2473916248553936,3862.210803696196,True
18,0.5,0.001,1.0,0.04898314671070947,0.049750401128556686,0.07982235435906272,0.37061028080683184,0.4353119549235607,3984.6264573834137,True
19,0.5,0.01,0.5,0.06174141035729861,0.02887457106445397,0.00813928166757771,0.3871418536700888,0.27276363255606934,3809.6997383392877,True
20,0.5,0.01,1.0,0.06174432630911186,0.03167165376554604,0.014598010590800719,0.3810905455031633,0.28259531176041636,3785.6250495399527,True
21,0.5,0.1,0.5,0.0709438673272875,0.040983216785114455,0.08391984262681866,0.3585787940750687,0.2696272341948091,3758.6312260916293,True
22,0.5,0.1,1.0,0.06276257308319308,0.034346735444080276,0.026067867623267165,0.3734658241668859,0.2941140954261971,3748.8463003950023,True
23,0.5,0.5,0.5,0.500001211105371,0.5000012115815557,0.5000012108553988,0.5000012122794169,0.23000007660971844,5938.063677182647,True
24,0.5,0.5,1.0,0.4999999999161283,0.5000000015935648,0.4999999999161283,1.000000001509693,0.22999999996309625,8225.298208744038,True
25,1.0,0.001,0.5,0.8681339260781049,0.8668718726129138,0.0010819074698881106,0.3740397492067232,0.3206715826705046,6284.621629885967,True
26,1.0,0.001,1.0,0.06288605417119932,0.0355512247952236,0.0011047965772806047,0.38382829067901,0.21762463039871083,3890.29371094677,True
27,1.0,0.01,0.5,0.0627629894351991,0.03434664930952833,0.02606793604380961,0.3734665115312647,0.29411445396530184,3748.846300365272,True
28,1.0,0.01,1.0,0.4824868503832253,0.4824936255022779,0.037604548917953944,0.4876611550761484,0.01,5848.199931704999,True
29,1.0,0.1,0.5,0.15221286131719197,0.13068018647334917,0.015934404810387347,0.3671319846658003,0.4197576971655846,4394.547409272407,True
30,1.0,0.1,1.0,0.07070355832515021,0.04132451409353142,0.07805029748955576,0.35643216920833554,0.30011205157997617,3736.0599487977656,True
31,1.0,0.5,0.5,0.999999857158435,1.0000022563139819,0.5000022147480393,0.5000024477616917,0.22999981673280573,6979.810153227655,True
32,1.0,0.5,1.0,0.9999828915749793,0.9999838016080079,0.49999062127040456,0.9999840775854126,0.22999672221771533,8991.800424069017,True
